"CCLE_ID","depMapID","Name","Pathology","Site_Primary","Histology","Gender","Age","Site_Of_Finding","tcga_code"
"COLO320_LARGE_INTESTINE","ACH-000202","COLO-320","primary","large_intestine","carcinoma","female","55","","COAD/READ"
"RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000636","RPMI-8402","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","16","","ALL"
"SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000664","SU-DHL-1","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","10","pleura","missing info"
"P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000372","P12-ICHIKAWA","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","7","","ALL"
"BFTC905_URINARY_TRACT","ACH-000802","BFTC-905","primary","urinary_tract","carcinoma","female","51","","BLCA"
"BFTC909_KIDNEY","ACH-000792","BFTC-909","primary","kidney","carcinoma","male","64","","KIRC"
"MHHES1_BONE","ACH-000391","MHH-ES-1","metastasis","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","male","12","ascites","SARC"
"JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000346","JVM-3","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","73","","CLL"
"NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000168","NOMO-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","31","","LAML"
"NCIH727_LUNG","ACH-000775","NCI-H727","primary","lung","carcinoid-endocrine_tumour","female","65","","missing info"
"HS343T_FIBROBLAST","ACH-000184","Hs 343.T","primary","breast","carcinoma","female","47","","missing info"
"HCC2935_LUNG","ACH-000150","HCC2935","primary","lung","carcinoma","male","39","","missing info"
"HS888T_FIBROBLAST","ACH-000154","Hs 888.T","metastasis","bone","osteosarcoma","male","20","lung","missing info"
"MKN45_STOMACH","ACH-000356","MKN-45","metastasis","stomach","carcinoma","female","62","liver","STAD"
"KU1919_URINARY_TRACT","ACH-000486","KU-19-19","primary","urinary_tract","carcinoma","male","76","","BLCA"
"KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000983","KCL-22","metastasis","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","32","pleura","LCML"
"CADOES1_BONE","ACH-000210","CADO-ES1","metastasis","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","female","19","pleura","SARC"
"S117_THYROID","ACH-000037","S-117","primary","soft_tissue","sarcoma","female","47","","SARC"
"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000295","EM-2","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","5","","LCML"
"OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000024","OPM-2","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","56","","MM"
"CAL62_THYROID","ACH-000174","CAL-62","primary","thyroid","carcinoma","female","70","","THCA"
"LCLC103H_LUNG","ACH-000627","LCLC-103H","metastasis","lung","carcinoma","male","61","pleura","missing info"
"JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000995","JURKAT","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","14","","ALL"
"MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000020","MHH-CALL-2","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","15","","ALL"
"M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000602","M-07e","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","0.5","","LAML"
"L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000754","L-428","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","37","pleura","missing info"
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000918","MOLT-16","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","5","","ALL"
"NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000294","NB-4","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","23","","LAML"
"LCLC97TM1_LUNG","ACH-000596","LCLC-97TM1","primary","lung","carcinoma","male","44","","missing info"
"BHT101_THYROID","ACH-000191","BHT-101","metastasis","thyroid","carcinoma","female","63","lymph_node","THCA"
"JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000106","JVM-2","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","63","","CLL"
"CAL51_BREAST","ACH-000856","CAL-51","metastasis","breast","carcinoma","female","45","pleura","BRCA"
"L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000183","L-363","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","36","","MM"
"KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000815","KM-H2","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","37","pleura","missing info"
"SIMA_AUTONOMIC_GANGLIA","ACH-000099","SIMA","primary","autonomic_ganglia","neuroblastoma","male","1.6666","","NB"
"NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000287","NU-DUL-1","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","43","cerebrospinal_fluid","DLBC"
"BC3C_URINARY_TRACT","ACH-000593","BC-3C","primary","urinary_tract","carcinoma","female","82","","BLCA"
"SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000611","SU-DHL-6","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","43","peritoneum","DLBC"
"KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000193","KARPAS-620","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","77","","MM"
"REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000068","REC-1","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","61","","DLBC"
"OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000751","OCI-M1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","","62","","LAML"
"MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000405","MEC-1","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","61","","CLL"
"SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000112","SIG-M5","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","63","","LAML"
"SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000660","SU-DHL-5","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","17","lymph_node","DLBC"
"BCPAP_THYROID","ACH-000456","B-CPAP","primary","thyroid","carcinoma","female","76","","THCA"
"CL11_LARGE_INTESTINE","ACH-000249","CL-11","primary","large_intestine","carcinoma","","missing info","","COAD/READ"
"TT2609C02_THYROID","ACH-000716","TT2609-C02","primary","thyroid","carcinoma","male","57","","THCA"
"CL34_LARGE_INTESTINE","ACH-000895","CL-34","primary","large_intestine","carcinoma","female","missing info","","COAD/READ"
"RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000922","RCH-ACV","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","8","","ALL"
"CAL120_BREAST","ACH-000212","CAL-120","metastasis","breast","carcinoma","female","43","pleura","BRCA"
"RH18_SOFT_TISSUE","ACH-000689","RH-18","primary","soft_tissue","rhabdomyosarcoma","female","2","","SARC"
"MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000369","MOLM-16","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","77","","LAML"
"F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000487","F-36P","metastasis","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","68","pleura","LAML"
"EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000821","EJM","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","58","","MM"
"WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000534","WSU-DLCL2","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","41","pleura","DLBC"
"JIMT1_BREAST","ACH-000711","JIMT-1","metastasis","breast","carcinoma","female","62","pleura","BRCA"
"ML1_THYROID","ACH-000058","ML-1","primary","thyroid","carcinoma","","missing info","","THCA"
"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000838","AMO-1","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","64","","MM"
"MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000745","MOLP-8","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","52","","MM"
"JHUEM7_ENDOMETRIUM","ACH-000993","JHUEM-7","primary","endometrium","carcinoma","female","58","","UCEC"
"OE21_OESOPHAGUS","ACH-000544","OE21","primary","oesophagus","carcinoma","male","74","","ESCA"
"NCIH2073_LUNG","ACH-000590","NCI-H2073","primary","lung","carcinoma","female","47","","LUAD"
"HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000299","missing info","missing info","missing info","missing info","missing info","missing info","missing info","LAML"
"PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000034","PLB-985","","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","","missing info","missing info","LAML"
"SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001656","SKNO-1","","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","","missing info","missing info","LAML"
"MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000964","MOLT-3","","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","19","","ALL"
"HOP62_LUNG","ACH-000861","HOP-62","primary","lung","carcinoma","","missing info","","LUAD"
"EKVX_LUNG","ACH-000706","EKVX","primary","lung","carcinoma","","missing info","","LUAD"
"UO31_KIDNEY","ACH-000428","UO-31","primary","kidney","carcinoma","male","missing info","","KIRC"
"SF268_CENTRAL_NERVOUS_SYSTEM","ACH-000655","SF268","primary","central_nervous_system","glioma","","missing info","","GBM"
"SF539_CENTRAL_NERVOUS_SYSTEM","ACH-000273","SF539","primary","central_nervous_system","glioma","","missing info","","LGG"
"SNB75_CENTRAL_NERVOUS_SYSTEM","ACH-000504","SNB75","primary","central_nervous_system","glioma","","missing info","","GBM"
"HOP92_LUNG","ACH-000825","HOP-92","primary","lung","carcinoma","","missing info","","missing info"
"MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000084","MUTZ-3","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","29","","LAML"
"A427_LUNG","ACH-000757","missing info","missing info","missing info","missing info","missing info","missing info","missing info","UNABLE TO CLASSIFY"
"BT12_SOFT_TISSUE","ACH-000160","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000206","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"CACO2_LARGE_INTESTINE","ACH-000003","missing info","missing info","missing info","missing info","missing info","missing info","missing info","COAD/READ"
"HCC2429_LUNG","ACH-000143","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"HCC2450_LUNG","ACH-000975","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"HCC461_LUNG","ACH-000339","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"HCC515_LUNG","ACH-000872","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000512","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"KD_SOFT_TISSUE","ACH-001099","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"KPMRTRY_SOFT_TISSUE","ACH-001109","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"MON_SOFT_TISSUE","ACH-001128","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"NCIH2004RT_SOFT_TISSUE","ACH-000533","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"NCIH2077_LUNG","ACH-000010","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"NCIH2882_LUNG","ACH-000700","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"NCIH2887_LUNG","ACH-000251","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"NCIH1819_LUNG","ACH-000033","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"NCIH3122_LUNG","ACH-000337","missing info","missing info","missing info","missing info","missing info","missing info","missing info","LUAD"
"NHAHTDD_CENTRAL_NERVOUS_SYSTEM","ACH-001142","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000854","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000436","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000057","missing info","missing info","missing info","missing info","missing info","missing info","missing info","MM"
"PC9_LUNG","ACH-000779","missing info","missing info","missing info","missing info","missing info","missing info","missing info","LUAD"
"SKNEP1_BONE","ACH-001192","missing info","missing info","missing info","missing info","missing info","missing info","missing info","KIRC"
"SKPNDW_BONE","ACH-001193","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"STM9101_SOFT_TISSUE","ACH-001200","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"SIHA_CERVIX","ACH-000556","missing info","missing info","missing info","missing info","missing info","missing info","missing info","CESC"
"TM87_SOFT_TISSUE","ACH-000172","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"TTC709_SOFT_TISSUE","ACH-000597","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"TTC1240_SOFT_TISSUE","ACH-001210","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"TTC549_SOFT_TISSUE","ACH-001211","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"TTC642_SOFT_TISSUE","ACH-001212","missing info","missing info","missing info","missing info","missing info","missing info","missing info","missing info"
"HELA_CERVIX","ACH-001086","missing info","missing info","missing info","missing info","missing info","missing info","missing info","CESC"
